Shannon Entropy,Chi-Square (log),Mean Byte,Byte Variance,Serial Correlation,Chunk Entropy StdDev,Chunk Entropy Max,Chunk Entropy Min,High Entropy Ratio,Magic Bytes Mismatch,Ext Entropy Z-Score,Byte Mode Frequency,Compression Estimate,Structural Consistency,Ext Entropy Raw Delta,Is Known Benign Format,label
5.294701,14.996926,94.15515,563.6566,0.00032909476,0.022180913,5.330951,5.1619554,0.0,0.0,1.6183761,0.08918253,0.035642743,0.99579996,1.6183761,0.0,0
5.2909217,13.261193,94.16018,563.1915,0.000749311,0.025690114,5.3298345,5.2281556,0.0,0.0,1.6136521,0.08969409,0.035400108,0.9951309,1.6136521,0.0,0
5.292618,14.895444,94.17126,562.78894,0.0031606432,0.021404853,5.343643,5.225499,0.0,0.0,1.6157724,0.08924318,0.035664808,0.9959464,1.6157724,0.0,0
5.297239,14.612263,94.09687,563.3782,-0.0021354873,0.021300325,5.338139,5.2349124,0.0,0.0,1.6215483,0.089168005,0.036159083,0.9959693,1.6215483,0.0,0
5.293062,14.782536,94.25107,562.57996,-0.00060108904,0.019825373,5.330541,5.238784,0.0,0.0,1.6163279,0.08962568,0.035641942,0.99624544,1.6163279,0.0,0
5.2956324,14.734325,94.06847,565.0162,0.00095687684,0.024879636,5.3496823,5.2095428,0.0,0.0,1.6195403,0.08961695,0.035598885,0.99529004,1.6195403,0.0,0
5.2980113,14.68733,94.14499,564.49493,0.0017625404,0.02197637,5.3206897,5.1761885,0.0,0.0,1.6225139,0.08936713,0.035730727,0.9958411,1.6225139,0.0,0
5.2903886,13.246154,94.188934,560.9049,-0.0014115997,0.0287063,5.321562,5.2363815,0.0,0.0,1.6129856,0.090432204,0.035856344,0.9945616,1.6129856,0.0,0
5.2924867,14.7161045,94.15017,563.60767,0.0007766592,0.019093312,5.3202763,5.2320347,0.0,0.0,1.6156085,0.08994552,0.035286028,0.99638414,1.6156085,0.0,0
5.2944636,14.543063,94.146034,565.3812,-0.00014440196,0.019744877,5.3190904,5.2221184,0.0,0.0,1.6180793,0.08982426,0.034733385,0.9962619,1.6180793,0.0,0
5.2997417,14.273082,94.10445,566.95544,0.0030588775,0.019673295,5.332749,5.2387013,0.0,0.0,1.6246774,0.088571005,0.03518753,0.9962789,1.6246774,0.0,0
5.2942357,14.534774,94.1762,562.1599,0.00071749865,0.023903582,5.336485,5.2310762,0.0,0.0,1.6177946,0.09020492,0.035334066,0.99547434,1.6177946,0.0,0
5.290231,14.409649,94.202385,560.89545,-0.00036447,0.023201248,5.341645,5.2214856,0.0,0.0,1.612789,0.08949442,0.035656832,0.9956046,1.612789,0.0,0
5.293587,13.452279,94.18469,563.04004,-0.0011404322,0.017414449,5.3123765,5.248858,0.0,0.0,1.6169839,0.08882558,0.036322244,0.9967027,1.6169839,0.0,0
5.295063,13.445676,94.22115,558.85785,-0.0020199995,0.02614336,5.331789,5.2294497,0.0,0.0,1.6188289,0.09033586,0.03581008,0.99505055,1.6188289,0.0,0
5.2930026,13.169467,94.21515,560.2236,0.00043740275,0.02554924,5.3326864,5.2075753,0.0,0.0,1.616253,0.08958673,0.03636561,0.9951615,1.616253,0.0,0
5.2942433,15.040123,94.21015,560.7498,0.0019233241,0.020200556,5.325216,5.2190504,0.0,0.0,1.6178039,0.08932507,0.03551878,0.99617547,1.6178039,0.0,0
5.297076,14.20611,94.153404,560.81714,0.0007583157,0.02256583,5.324884,5.21582,0.0,0.0,1.621345,0.08841355,0.03546635,0.99572885,1.621345,0.0,0
5.2934937,15.180441,94.21386,561.2536,-0.0010141467,0.021791631,5.327422,5.223578,0.0,0.0,1.6168672,0.08915784,0.035544213,0.99587387,1.6168672,0.0,0
5.290632,14.924498,94.14789,562.5408,0.0011832658,0.021325715,5.321904,5.2265477,0.0,0.0,1.6132897,0.090481825,0.035842553,0.99595976,1.6132897,0.0,0
5.2936974,14.526379,94.14234,564.7826,0.00074725575,0.021252269,5.3306475,5.2310424,0.0,0.0,1.6171215,0.089633055,0.035827808,0.9959753,1.6171215,0.0,0
5.296397,14.51334,94.1571,563.2687,0.000401976,0.02105399,5.327128,5.2336383,0.0,0.0,1.6204966,0.08879345,0.03584578,0.99601537,1.6204966,0.0,0
5.296181,14.911539,94.18629,560.69916,0.0031216783,0.038068935,5.338689,4.9897857,0.0,0.0,1.6202265,0.08983461,0.035455205,0.99279106,1.6202265,0.0,0
5.295335,15.128155,94.13689,565.38855,0.0010098653,0.023209672,5.344525,5.22088,0.0,0.0,1.6191686,0.08886163,0.03527456,0.9956067,1.6191686,0.0,0
5.296761,13.175713,94.07764,566.20447,0.0022198758,0.020426152,5.314948,5.2524233,0.0,0.0,1.620951,0.088704236,0.034433592,0.9961353,1.620951,0.0,0
5.290496,15.109119,94.186806,562.52954,0.0013945205,0.03079594,5.32943,5.038802,0.0,0.0,1.6131201,0.09055105,0.036166795,0.99416304,1.6131201,0.0,0
5.294912,14.587081,94.09097,565.9671,-0.0010655698,0.040296365,5.3224473,4.9928217,0.0,0.0,1.6186398,0.08941686,0.035733853,0.9923655,1.6186398,0.0,0
5.294328,14.856353,94.18806,561.7306,-0.0005160312,0.022170737,5.3476624,5.229747,0.0,0.0,1.61791,0.08914751,0.035693504,0.9958034,1.61791,0.0,0
5.2961893,14.727262,94.242134,561.11316,-0.00092743355,0.01981423,5.3284135,5.241971,0.0,0.0,1.6202365,0.08933307,0.03562713,0.9962503,1.6202365,0.0,0
5.2942033,14.927677,94.17543,561.66394,-0.00047671748,0.020528223,5.3316503,5.230332,0.0,0.0,1.6177539,0.08908578,0.034865074,0.99611336,1.6177539,0.0,0
5.299011,14.685308,94.12712,562.77655,-9.102548e-05,0.023629988,5.3461857,5.210116,0.0,0.0,1.6237643,0.08915699,0.035172205,0.99552953,1.6237643,0.0,0
5.29384,14.317402,94.17842,562.2192,7.332991e-05,0.021833206,5.319733,5.232862,0.0,0.0,1.6173002,0.09013322,0.03539574,0.995866,1.6173002,0.0,0
5.297406,14.665292,94.153465,560.012,-0.0014830953,0.019222533,5.330323,5.249723,0.0,0.0,1.6217579,0.08925916,0.03512982,0.99636316,1.6217579,0.0,0
5.297319,14.952629,94.19665,561.7558,0.00094378035,0.026097577,5.3229766,5.1349616,0.0,0.0,1.6216489,0.08871658,0.035517346,0.9950605,1.6216489,0.0,0
5.2950635,13.816679,94.171326,562.2884,0.0008050926,0.022647427,5.3222275,5.2470794,0.0,0.0,1.6188295,0.090381734,0.035407733,0.995713,1.6188295,0.0,0
5.293371,14.760361,94.22997,560.07715,-0.0005833418,0.021373568,5.345974,5.2074647,0.0,0.0,1.6167138,0.09041195,0.034755185,0.9959518,1.6167138,0.0,0
5.2848864,12.180379,94.129196,560.64545,-0.0025886078,0.022300042,5.296719,5.2339334,0.0,0.0,1.606108,0.08901579,0.03531388,0.99577224,1.606108,0.0,0
5.2923565,13.150328,94.10458,564.10144,-0.0014441684,0.018177293,5.335043,5.2526593,0.0,0.0,1.6154457,0.08940764,0.035719365,0.9965572,1.6154457,0.0,0
5.295905,14.442522,94.11359,565.26245,0.00031964452,0.023221789,5.353123,5.2361355,0.0,0.0,1.6198814,0.08937629,0.034724925,0.99560535,1.6198814,0.0,0
5.297193,14.777906,94.10125,565.1635,0.0032576604,0.019733096,5.3303523,5.2317686,0.0,0.0,1.6214914,0.090046614,0.035718706,0.9962664,1.6214914,0.0,0
5.289123,13.74267,94.1634,563.64606,0.0021424287,0.024279105,5.3349466,5.221264,0.0,0.0,1.6114037,0.08815766,0.035973046,0.99539924,1.6114037,0.0,0
5.2990727,14.939486,94.12736,561.6417,-0.0008944847,0.02421987,5.338089,5.2334776,0.0,0.0,1.6238409,0.088911705,0.035500176,0.99541885,1.6238409,0.0,0
5.2940664,14.382757,94.13674,566.3102,0.0014463209,0.024763396,5.3302956,5.220869,0.0,0.0,1.6175833,0.09024009,0.034826353,0.9953113,1.6175833,0.0,0
5.286328,12.956132,94.172775,561.20404,-0.0033528628,0.02165703,5.3318877,5.237013,0.0,0.0,1.6079096,0.0894686,0.034995846,0.9958944,1.6079096,0.0,0
5.2863135,13.108977,94.12127,562.28015,-0.0013201692,0.018296849,5.3074045,5.2358913,0.0,0.0,1.6078919,0.08957803,0.035283364,0.9965311,1.6078919,0.0,0
5.293867,14.33532,94.13184,565.2431,0.0030170216,0.024982426,5.355294,5.2310214,0.0,0.0,1.6173339,0.08887184,0.035545047,0.99526995,1.6173339,0.0,0
5.2887416,15.220505,94.24715,560.2257,0.00024287523,0.058253802,5.3275895,4.671467,0.0,0.0,1.6109271,0.08964153,0.03553336,0.988949,1.6109271,0.0,0
5.2904387,12.668533,94.261665,558.4787,0.003024721,0.03350952,5.320333,5.2159376,0.0,0.0,1.6130481,0.09135073,0.03534341,0.9936477,1.6130481,0.0,0
5.3006463,13.607226,94.0455,569.73364,-0.0029675239,0.021608751,5.323382,5.2371607,0.0,0.0,1.625808,0.088340275,0.035961095,0.995914,1.625808,0.0,0
5.2963915,14.26191,94.12883,565.76514,-0.0018865826,0.022820715,5.333979,5.2083216,0.0,0.0,1.6204896,0.08787346,0.035382174,0.9956803,1.6204896,0.0,0
5.2894793,12.157818,94.154274,562.03564,-0.009821932,0.021271564,5.3049545,5.2410088,0.0,0.0,1.6118491,0.08821649,0.036012616,0.99597096,1.6118491,0.0,0
5.293101,14.209193,94.15229,567.5363,-0.00293247,0.021716882,5.3267064,5.211995,0.0,0.0,1.616376,0.08906284,0.035170984,0.99588734,1.616376,0.0,0
5.299601,12.994254,94.17896,560.98486,-0.004178069,0.019278167,5.313812,5.252212,0.0,0.0,1.6245011,0.08756731,0.03602762,0.9963533,1.6245011,0.0,0
5.297169,14.817656,94.06238,567.4505,0.0002918966,0.024662538,5.3470845,5.162069,0.0,0.0,1.6214617,0.08917883,0.035756636,0.995332,1.6214617,0.0,0
5.2978578,15.213655,94.12245,564.9907,-0.0029183829,0.020507598,5.337599,5.227502,0.0,0.0,1.6223221,0.08927662,0.035407104,0.99612,1.6223221,0.0,0
5.2904563,13.961031,94.23378,559.0155,0.0019226174,0.021735486,5.3193126,5.21822,0.0,0.0,1.6130705,0.09006034,0.03562024,0.9958825,1.6130705,0.0,0
5.2959456,14.143788,94.10086,565.74963,-0.0034238056,0.023544129,5.324784,5.2345653,0.0,0.0,1.6199319,0.089236856,0.034677494,0.9955442,1.6199319,0.0,0
5.2914987,15.058115,94.191666,561.74664,0.002447266,0.022639861,5.328753,5.213668,0.0,0.0,1.6143736,0.09045448,0.03589834,0.9957113,1.6143736,0.0,0
5.2926264,12.915454,94.052895,567.42487,0.0016434228,0.014694919,5.30206,5.2508907,0.0,0.0,1.6157832,0.090344675,0.036110554,0.99721754,1.6157832,0.0,0
5.293642,15.253411,94.19349,561.52875,0.0005407731,0.020000378,5.3361373,5.232061,0.0,0.0,1.6170526,0.0891211,0.03569515,0.9962128,1.6170526,0.0,0
5.2959137,15.096729,94.1381,564.0173,0.00027220047,0.022135634,5.342109,5.221249,0.0,0.0,1.6198919,0.08962855,0.03571372,0.99581045,1.6198919,0.0,0
5.2734294,11.260506,93.81581,568.26,0.0052235783,0.06233745,5.2869167,5.1478596,0.0,0.0,1.591787,0.09327201,0.03326915,0.98809355,1.591787,0.0,0
5.292481,14.580966,94.14126,562.92444,0.0012697183,0.01956695,5.327574,5.23559,0.0,0.0,1.6156012,0.08984498,0.035377305,0.99629444,1.6156012,0.0,0
5.2936854,15.1220045,94.19058,561.2542,-0.000707341,0.021082973,5.325917,5.219746,0.0,0.0,1.617107,0.08985059,0.035797328,0.9960083,1.617107,0.0,0
5.2980704,13.955089,94.14978,564.16046,0.00038185588,0.023843564,5.3268228,5.234838,0.0,0.0,1.6225878,0.08923766,0.035750262,0.99548906,1.6225878,0.0,0
5.2927985,14.582265,94.14152,564.7323,-0.00020138887,0.021119177,5.3316846,5.227987,0.0,0.0,1.6159981,0.08970214,0.03558789,0.9960007,1.6159981,0.0,0
5.2930574,12.226291,94.0699,563.55347,0.017192384,0.0316979,5.301206,5.199526,0.0,0.0,1.6163217,0.0879406,0.034291416,0.9939866,1.6163217,0.0,0
5.296092,13.780078,94.24356,561.2889,-0.0036301096,0.017180324,5.3166337,5.240682,0.0,0.0,1.6201153,0.08979287,0.0362733,0.99674773,1.6201153,0.0,0
5.2967114,15.1415615,94.206764,561.7379,-0.0041177766,0.022976939,5.3302126,5.217314,0.0,0.0,1.6208894,0.08889682,0.035226624,0.99565154,1.6208894,0.0,0
5.298256,14.654247,94.16673,562.546,-0.00066306745,0.021200603,5.325915,5.225878,0.0,0.0,1.6228199,0.088743,0.0356812,0.9959894,1.6228199,0.0,0
5.292787,14.893577,94.23556,561.99927,0.0008315241,0.03299046,5.330254,5.043858,0.0,0.0,1.6159837,0.09012053,0.035506073,0.99374944,1.6159837,0.0,0
5.310157,11.147755,93.7992,568.32294,-0.014025371,0.073753834,5.3119335,5.1509275,0.0,0.0,1.6376958,0.085240275,0.03375672,0.98596525,1.6376958,0.0,0
5.2950516,14.561981,94.19906,561.1477,-0.002522024,0.02343888,5.3292093,5.2315717,0.0,0.0,1.6188147,0.08978304,0.0353248,0.9955631,1.6188147,0.0,0
5.2940683,14.978907,94.19415,562.851,-0.0024689266,0.020950068,5.330755,5.2192864,0.0,0.0,1.6175852,0.089207366,0.035754047,0.99603283,1.6175852,0.0,0
5.299115,12.028804,94.40539,557.3964,0.00046120788,0.02908998,5.304009,5.2153463,0.0,0.0,1.6238937,0.08645684,0.033239543,0.9944871,1.6238937,0.0,0
5.2948494,14.461882,94.1721,563.7001,-6.989593e-05,0.018089408,5.3252378,5.2389464,0.0,0.0,1.6185619,0.08880663,0.035348754,0.9965752,1.6185619,0.0,0
5.2920294,15.222315,94.19515,561.47076,0.0012709204,0.019754207,5.322038,5.2356286,0.0,0.0,1.6150366,0.089660294,0.035857018,0.9962583,1.6150366,0.0,0
5.3000913,13.085413,94.100464,571.59454,0.0017461457,0.022484858,5.3298078,5.2527323,0.0,0.0,1.625114,0.08896302,0.035086248,0.99574757,1.625114,0.0,0
5.2937975,15.256531,94.16983,562.75073,-0.00045296553,0.023636993,5.329172,5.1611595,0.0,0.0,1.6172466,0.08940987,0.035783228,0.99552363,1.6172466,0.0,0
5.2962956,14.82779,94.17175,562.6384,0.0003587405,0.022191105,5.335186,5.2296195,0.0,0.0,1.6203697,0.08852713,0.035612166,0.99580044,1.6203697,0.0,0
5.2935395,14.785438,94.164246,563.96326,-0.0014096677,0.022668304,5.347674,5.191351,0.0,0.0,1.6169243,0.08936276,0.03554072,0.99570674,1.6169243,0.0,0
5.2923093,15.221667,94.162834,562.533,0.00019685169,0.020731937,5.331069,5.226146,0.0,0.0,1.6153866,0.089829236,0.035894297,0.99607337,1.6153866,0.0,0
5.2921424,14.279339,94.247894,559.6664,0.00032676486,0.018236242,5.317968,5.242324,0.0,0.0,1.6151782,0.0897694,0.036011435,0.9965466,1.6151782,0.0,0
5.291194,14.797427,94.202484,561.61896,0.0024260767,0.019712918,5.3380065,5.235693,0.0,0.0,1.6139922,0.08962064,0.035818465,0.9962658,1.6139922,0.0,0
5.2944975,14.586158,94.19039,564.1909,0.0025610311,0.019121021,5.3237844,5.2229934,0.0,0.0,1.618122,0.089334205,0.035696957,0.99638027,1.618122,0.0,0
5.295423,14.903298,94.20443,561.1288,0.0021676172,0.020253154,5.3258777,5.2330904,0.0,0.0,1.6192787,0.0894917,0.03577215,0.996166,1.6192787,0.0,0
5.2965336,12.96393,94.05232,563.62897,-0.0014524055,0.023985365,5.327826,5.253646,0.0,0.0,1.6206669,0.089447334,0.03448341,0.99546194,1.6206669,0.0,0
5.3026824,13.243199,94.124916,563.9432,0.004032526,0.024370406,5.3228827,5.2305846,0.0,0.0,1.6283528,0.08723707,0.035119884,0.9953911,1.6283528,0.0,0
5.295713,13.749868,94.211624,561.1607,0.0021623275,0.029575583,5.3250127,5.1844244,0.0,0.0,1.6196412,0.09015171,0.03545761,0.99439937,1.6196412,0.0,0
5.292148,15.004285,94.22784,559.15564,0.0004300832,0.021284658,5.3321247,5.230131,0.0,0.0,1.6151851,0.09014759,0.035469946,0.9959683,1.6151851,0.0,0
5.2949715,15.097705,94.19195,561.7421,0.00095158984,0.017997028,5.3436103,5.240857,0.0,0.0,1.6187142,0.089028314,0.035658628,0.99659324,1.6187142,0.0,0
5.2947564,14.536244,94.20358,563.4287,0.00042690453,0.023931537,5.333094,5.2118077,0.0,0.0,1.6184458,0.08918153,0.035657752,0.9954696,1.6184458,0.0,0
5.296703,14.633641,94.16519,564.52264,-0.00031689764,0.02349828,5.3345647,5.211927,0.0,0.0,1.6208783,0.08936251,0.036335908,0.9955531,1.6208783,0.0,0
5.290805,13.960318,94.14804,561.8897,0.0003196951,0.023088498,5.3250723,5.2346997,0.0,0.0,1.6135062,0.09009988,0.035746783,0.99562657,1.6135062,0.0,0
5.2915993,14.582926,94.15054,564.24884,-0.0021350062,0.021945072,5.3332367,5.230389,0.0,0.0,1.614499,0.089658216,0.035608992,0.99584264,1.614499,0.0,0
5.2915044,14.233876,94.209206,561.0505,-0.0005650432,0.022577118,5.3262978,5.207894,0.0,0.0,1.6143807,0.089667745,0.035998154,0.99572295,1.6143807,0.0,0
5.300471,14.685796,94.05469,566.91345,0.00018333767,0.02227179,5.349146,5.2371964,0.0,0.0,1.6255884,0.088752665,0.03563351,0.9957882,1.6255884,0.0,0
5.297283,15.099557,94.15583,561.89136,0.002126576,0.025248148,5.332395,5.174505,0.0,0.0,1.621604,0.0882399,0.035768054,0.9952217,1.621604,0.0,0
5.2949038,15.162343,94.19504,560.86633,0.0011343433,0.021584924,5.334572,5.23158,0.0,0.0,1.6186298,0.08944424,0.03548354,0.99591386,1.6186298,0.0,0
5.292182,14.826302,94.20161,560.111,0.0005944959,0.021951027,5.340848,5.2303214,0.0,0.0,1.6152272,0.08998355,0.035762344,0.9958425,1.6152272,0.0,0
5.294774,14.177461,94.094055,563.6172,0.001554184,0.02381389,5.3415647,5.2354636,0.0,0.0,1.6184676,0.08987781,0.0352805,0.99549127,1.6184676,0.0,0
5.305503,11.896627,94.05606,555.427,0.00045644422,0.0150992535,5.317992,5.278261,0.0,0.0,1.6318785,0.08959395,0.03430513,0.99714893,1.6318785,0.0,0
5.29591,14.827408,94.13148,565.0835,-0.00080924615,0.022890326,5.34787,5.2366433,0.0,0.0,1.6198876,0.08943015,0.035294812,0.9956676,1.6198876,0.0,0
5.30144,13.746751,94.08394,565.1954,-0.0016456249,0.020384047,5.3367867,5.2451115,0.0,0.0,1.6267997,0.088077724,0.035193495,0.99614614,1.6267997,0.0,0
5.2935,14.314522,94.23846,560.6285,-0.0010311459,0.02251227,5.3216467,5.197713,0.0,0.0,1.6168752,0.089603186,0.035122212,0.99573743,1.6168752,0.0,0
5.2961655,14.8958,94.2313,561.99054,-0.00026059587,0.023969168,5.355389,5.2179403,0.0,0.0,1.6202067,0.08891892,0.035455372,0.99546343,1.6202067,0.0,0
5.2934237,15.121387,94.12614,566.8946,-0.0013362375,0.02011237,5.3342967,5.2250223,0.0,0.0,1.6167797,0.089415684,0.035468433,0.99619144,1.6167797,0.0,0
5.2963347,15.106764,94.16553,562.79645,-9.7055854e-05,0.022046765,5.328526,5.225562,0.0,0.0,1.6204185,0.08916538,0.035455264,0.99582744,1.6204185,0.0,0
5.2936754,14.582174,94.24047,560.3999,0.0004805286,0.020854123,5.3182254,5.240947,0.0,0.0,1.6170945,0.08988089,0.035412107,0.99605143,1.6170945,0.0,0
5.2977953,12.275144,94.134224,554.5807,0.0011393421,0.020852165,5.3126774,5.252597,0.0,0.0,1.6222444,0.090692304,0.035771064,0.9960573,1.6222444,0.0,0
5.2925835,15.256311,94.2226,561.08136,-0.0020176868,0.021111773,5.330012,5.2337966,0.0,0.0,1.6157291,0.089727424,0.035593845,0.9960018,1.6157291,0.0,0
5.2935944,14.794767,94.201416,562.43677,-0.002344089,0.020341627,5.3321395,5.237832,0.0,0.0,1.6169927,0.08934095,0.0356687,0.9961481,1.6169927,0.0,0
5.297791,14.401608,94.12015,563.92224,-0.0012739266,0.019743502,5.3316555,5.245742,0.0,0.0,1.6222389,0.08920876,0.03552907,0.9962644,1.6222389,0.0,0
5.2947636,14.752835,94.128624,564.4427,-0.004009656,0.020945529,5.3360853,5.2213407,0.0,0.0,1.6184546,0.08984159,0.035065442,0.996035,1.6184546,0.0,0
5.294494,14.791586,94.212166,560.4161,-3.8457787e-05,0.021032522,5.3381796,5.225378,0.0,0.0,1.6181176,0.088973284,0.03472057,0.99601805,1.6181176,0.0,0
5.286194,11.6487055,94.38517,560.26276,0.0037915588,0.003094936,5.279245,5.27118,0.0,0.0,1.6077424,0.088796444,0.035435047,0.99941325,1.6077424,0.0,0
5.2972693,13.725389,94.09555,564.80865,0.00043453963,0.017223772,5.311507,5.250069,0.0,0.0,1.6215867,0.090384185,0.035683196,0.99674106,1.6215867,0.0,0
5.293683,14.869956,94.22089,559.0772,-0.0015936787,0.024011651,5.337863,5.219451,0.0,0.0,1.6171037,0.08942421,0.036108505,0.9954531,1.6171037,0.0,0
5.2922063,13.822202,94.1071,561.878,-8.521997e-05,0.038396623,5.3521657,5.152527,0.0,0.0,1.6152581,0.090449736,0.03610731,0.99272186,1.6152581,0.0,0
5.2996793,14.743943,94.10379,561.9767,0.0032518797,0.02122018,5.3421345,5.2397175,0.0,0.0,1.6245992,0.08900741,0.035572454,0.9959865,1.6245992,0.0,0
5.2934723,14.4282,94.10729,564.9739,-0.00037020072,0.018244103,5.3292627,5.241179,0.0,0.0,1.6168402,0.09012832,0.036235683,0.99654573,1.6168402,0.0,0
5.2936563,14.426688,94.226234,559.47736,-0.0010725344,0.022901978,5.322261,5.2118373,0.0,0.0,1.6170704,0.08954639,0.035516538,0.99566317,1.6170704,0.0,0
5.289397,13.366027,94.28893,559.5476,0.001868578,0.018139482,5.314919,5.2438245,0.0,0.0,1.611746,0.090109915,0.035983007,0.9965621,1.611746,0.0,0
5.294074,15.091235,94.133026,565.43616,0.001551796,0.019182885,5.3271914,5.2353754,0.0,0.0,1.6175928,0.08936888,0.035258126,0.9963681,1.6175928,0.0,0
5.2959814,14.66677,94.13846,564.8127,0.0007658577,0.024524646,5.3337045,5.2144055,0.0,0.0,1.6199765,0.08849136,0.035926014,0.9953584,1.6199765,0.0,0
5.293289,15.215361,94.18827,561.7115,-0.0010665298,0.021293975,5.341115,5.226294,0.0,0.0,1.6166114,0.089446716,0.035696175,0.9959676,1.6166114,0.0,0
5.292328,14.899378,94.22179,559.7076,0.0011627497,0.020464592,5.332443,5.2357426,0.0,0.0,1.6154097,0.08929979,0.03507784,0.99612397,1.6154097,0.0,0
5.2945857,13.167928,94.032364,569.7196,-0.004145808,0.016485954,5.311777,5.2409534,0.0,0.0,1.6182323,0.09045868,0.03572597,0.99687946,1.6182323,0.0,0
5.294182,14.19724,94.15378,561.078,0.0027339947,0.073114075,5.330765,4.8087664,0.0,0.0,1.6177273,0.08963556,0.035729136,0.9861315,1.6177273,0.0,0
5.2939005,14.558764,94.22101,561.44806,0.0041196784,0.021378225,5.3219604,5.2132154,0.0,0.0,1.6173756,0.089164294,0.035862885,0.9959516,1.6173756,0.0,0
5.285769,13.098759,94.20122,559.13293,-0.0051287445,0.021370469,5.323147,5.2458572,0.0,0.0,1.6072112,0.0907765,0.03616033,0.9959471,1.6072112,0.0,0
5.2975583,12.375277,94.19393,556.7763,0.003947285,0.042229924,5.303637,5.1692996,0.0,0.0,1.6219476,0.09181458,0.036086027,0.99199027,1.6219476,0.0,0
5.2961197,15.190705,94.20248,561.20996,-0.00086017593,0.022738272,5.33193,5.1878724,0.0,0.0,1.6201494,0.08918707,0.03536429,0.9956961,1.6201494,0.0,0
5.294801,14.641888,94.14315,564.2463,-0.00022711673,0.02209211,5.3317184,5.239492,0.0,0.0,1.6185017,0.08964844,0.035152823,0.99581796,1.6185017,0.0,0
5.2900667,14.756741,94.22315,560.94275,-9.3059585e-05,0.022350587,5.31935,5.212445,0.0,0.0,1.6125836,0.090015456,0.035894774,0.9957647,1.6125836,0.0,0
5.298137,14.981448,94.15033,564.9945,0.000520405,0.02289653,5.3321133,5.2105026,0.0,0.0,1.6226716,0.089000106,0.035221633,0.9956682,1.6226716,0.0,0
5.295513,13.938951,94.23648,561.79974,-0.0027138386,0.030955587,5.3347807,5.155512,0.0,0.0,1.6193912,0.08865023,0.03505134,0.9941375,1.6193912,0.0,0
5.294167,14.088099,94.21548,564.027,-0.0022791696,0.017367505,5.3225527,5.2491307,0.0,0.0,1.6177086,0.08879327,0.0362139,0.9967123,1.6177086,0.0,0
5.2942853,13.985975,94.276794,558.76324,-0.0016900316,0.018879395,5.319936,5.2517815,0.0,0.0,1.6178565,0.08924647,0.036037084,0.9964256,1.6178565,0.0,0
5.295829,15.132588,94.16381,562.61395,-0.002383466,0.021214867,5.3322306,5.22437,0.0,0.0,1.6197858,0.08908083,0.03570971,0.99598426,1.6197858,0.0,0
5.295287,14.228172,94.226234,560.8671,-4.894292e-05,0.021281403,5.328027,5.226075,0.0,0.0,1.619109,0.08865028,0.035397045,0.9959713,1.619109,0.0,0
5.2932477,14.365146,94.173874,564.0207,0.0048003914,0.028734734,5.3301105,5.151334,0.0,0.0,1.6165597,0.08897529,0.03561558,0.9945564,1.6165597,0.0,0
5.2898836,14.58783,94.23194,562.596,-0.0033536227,0.02025701,5.3302526,5.2313147,0.0,0.0,1.6123548,0.08900157,0.035375062,0.99616176,1.6123548,0.0,0
5.2984514,14.774881,94.111404,563.7446,0.00075451063,0.022602377,5.3675327,5.2242966,0.0,0.0,1.623064,0.08941154,0.035308413,0.9957244,1.623064,0.0,0
